,Unnamed: 0,url,title,spotify_id,release_year,artist_name,lyrics,verse_1
973,973,https://open.spotify.com/track/5RHaIODecwC299OaQP7lea,Tipitipitipso,5RHaIODecwC299OaQP7lea,2011-08-12,Caterina Valente," Coco kauft sich bittesehr
 Eines Tages Schießgewehr
 Weil ein Mexicano das
 Macht so großen Spass
 Coco zielt und schießt sogar
 Loch in Wand von Billys Bar
 So entsteht ganz nebenbei
 Schöne Schießerei
 Tipitipitipso beim Calypso
 Ist dann alles wieder gut
 Ja das ist mexikanisch
 Tipitipitipso, beim Calypso
 Sind dann alle wieder froh
 Im schönen Mexiko
 Coco sieht als kleiner Mann
 Gern sich große Frauen an
 Solche die so schön gebaut
 Wie Don Pedros Braut
 Pedro sieht von Coco das
 Wirft ihn dann durchs Fensterglas
 Rein auf Schreibtisch von Kanzlei
 Bei der Polizei
 Tipitipitipso, beim Calypso
 Ist dann alles wieder gut
 Ja das ist mexikanisch
 Tipitipitipso, beim Calypso
 Sind dann alle wieder froh
 Im schönen Mexiko
 Coco liebt von ungefähr
 Gut gebrat'nes Beefsteak sehr
 Und weil Beefsteak teuer ist
 Kommt ihm eine List
 Sonntag fehlt mit einem Mal
 Großes Pferd in Billys Stall
 Billy geht der Nase nach
 Und dann gibt es Krach
 Tipitipitipso, beim Calypso
 Ist dann alles wieder gut
 Ja das ist mexikanisch
 Tipitipitipso, beim Calypso
 Sind dann alle wieder froh
 Im schönen Mexiko
", Coco kauft sich bittesehr
974,974,https://open.spotify.com/track/2mSgGkhAgYBtvxvZaxxhgZ,"Verliebt, verlobt, verheiratet",2mSgGkhAgYBtvxvZaxxhgZ,2010-01-01,Conny Froboess," Verliebt, verlobt, verheiratet, da sag ich Dir nicht Nein
 Wenn Du Zeit hast, kleine Maus
 Sag es mir, wir geh'n heut aus
 Das ist leider so ein Satz der mich verwirrt
 Du hast Glück ich bin grad frei,
 Es geschieht Dir nichts dabei
 Ja, ich komm wenn der Instanzenweg gehalten wird
 Verliebt, verlobt, verheiratet, so heißt das Spiel zu zweit
 Verliebt, verlobt, verheiratet, da sag ich Dir nicht Nein
 Weil dein Charme micht so verzückt,
 Wär' ich froh, wenn mir das glückt
 Doch ein Schritt von diesem Weg der führt zu weit
 Du bist reizend, doch ich find
 Du bist streng, mit mir mein Kind
 Ja es führt bei mir kein and'rer Weg zur Seeligkeit
 Verliebt, verlobt, verheiratet, so heißt das Spiel zu zweit
 Verliebt, verlobt, verheiratet, da sag ich Dir nicht Nein
 Wie Du lachst und wie du gehst
 Mir den Kopf dabei verdrehst
 Vielen Dank dein Kompliment das freut mich sehr
 Jeder sieht woran das liegt
 Ich geb's auf ich bin besiegt
 Fällt der schönste Weg auf Erden Dir den gar so schwer
 Verliebt, verlobt, verheiratet, so heißt das Spiel zu zweit
 Verliebt, verlobt, verheiratet, da sag ich Dir nicht Nein
 Verliebt, verlobt, verheiratet, so heißt das Spiel zu zweit
 Verliebt, verlobt, verheiratet, da sag ich Dir nicht Nein
"," Verliebt, verlobt, verheiratet, da sag ich Dir nicht Nein"
975,975,https://open.spotify.com/track/6j5ydwNaACy4WfOlaW3s6k,Und Schuld daran sind nur die Frau'n,6j5ydwNaACy4WfOlaW3s6k,2010-01-01,Chris Howland,,
976,976,https://open.spotify.com/track/3UK8WibOTgjtizyx6Mwekk,Mitsou,3UK8WibOTgjtizyx6Mwekk,2010-01-01,Jacqueline Boyer," Es war am Fudji-Jama
 Im Kirschenparadies
 Er war aus Yokohama
 Und fand sie einfach süss
 Mitsou, Mitsou, Mitsou
 Mein ganzes Glück bist du
 Den Kimono trägt keine
 So schick wie du alleine
 Mitsou, Mitsou, Mitsou
 Was sagst denn du dazu
 Ich weis was für uns beide
 Das wär so schön Mitsou
 Heute Abend ist Laternenfest
 Wo sich manches gut bereden lässt
 Wenn der Mond scheint in der Lotoszeit
 Ist die Liebe nicht mehr weit
 Mitsou, Mitsou, Mitsou
 Mein ganzes Glück bist du
 Laternen in den Bäumen
 Die laden ein zum Träumen
 Mitsou, Mitsou, Mitsou
 Was sagst denn du dazu
 Wir wollen nichts versäumen
 Vom grossen Glück, Mitsou
 Es war am Fudji-Jama
 Zur Kirschenblütenzeit
 Da nähte sie aus Seide
 Ein weißes Hochzeitskleid
", Es war am Fudji-Jama
977,977,https://open.spotify.com/track/01ZjW579VoBnwGIpSYQRse,Babysitter Boogie - Remastered 2005,01ZjW579VoBnwGIpSYQRse,2010-01-01,Ralf Bendix," Ich bin der Babysitter von der ganzen Stadt
 Und weiß daß eins der Babys schon ein Hobby hat
 Es singt so gern den Babysitter Boogie-Woogie-Song und der geht
 Boogie
 (Baby-gag)
 Man hört daß hier die Babys musikalisch sind
 Und viel mehr von Musik versteh'n als sonst ein Kind
 Und jedesmal wenn ich dem Kind die Windeln bind'
 Dann macht es
 (Baby-gag)
 Und wenn auch von den Babys keines mir gehört
 Ich lieb' das Girl
 Das täglich sie spazieren fährt
 Denn beide sind so mollig
 Rund und wohlgenährt und singen
 (Baby-gag)
 Mein Girl hat keinen Tag für mich alleine Zeit
 Zum Küssen fehlt uns meisten die Gelegenheit
 Weil immer dann das Baby in der Wiege schreit und das geht
 (Baby-gag)
 Man hört daß hier die Babys musikalisch sind
 Und viel mehr von Musik versteh'n als sonst ein Kind
 Und jedesmal wenn ich dem Kind die Windeln bind'
 Dann macht es
 (Baby-gag)
 Und wenn auch von den Babys keines mir gehört
 Ich lieb' das Girl
 Das täglich sie spazieren fährt
 Denn beide sind so mollig
 Rund und wohlgenährt und singen
 (Baby-gag)
 Doch Wenn mal so ein Baby dir und mir gehört
 Werd' ich es sein
 Der täglich es spazieren fährt
 Dann sing ich mit dem Babylein den Babysitter-Song und der geht
 Boogie
 (Baby-gag)
", Ich bin der Babysitter von der ganzen Stadt
978,978,https://open.spotify.com/track/0thM3dVvvPrLlpJVQGcqEj,Zwei kleine Italiener - Remastered 2005,0thM3dVvvPrLlpJVQGcqEj,2014-11-14,Conny Froboess," Eine Reise in den Süden
 Ist für andre schick und fein
 Doch zwei kleine Italiener
 Möchten gern zuhause sein
 Zwei kleine Italiener
 Die träumen von Napoli
 Von Tina und Marina
 Die warten schon lang auf sie
 Zwei kleine Italiener
 Die sind so allein
 Eine Reise in den Süden
 Ist für andre schick und fein
 Doch zwei kleine Italiener
 Möchten gern zuhause sein
 Oh Tina oh Marina
 Wenn wir uns einmal wiedersehn
 Oh Tina oh Marina
 Dann wird es wieder schön
 Zwei kleine Italiener
 Vergessen die Heimat nie
 Die Palmen und die Mädchen
 Am Strande von Napoli
 Zwei kleine Italiener
 Die sehen es ein
 Eine Reise in den Süden
 Ist für andre schick und fein
 Doch zwei kleine Italiener
 Möchten gern zuhause sein
 Oh Tina oh Marina
 Wenn wir uns einmal wiedersehn
 Oh Tina oh Marina
 Dann wird es wieder schön
 Zwei kleine Italiener
 Am Bahnhof da kennt man sie
 Sie kommen jeden Abend
 Zum D-Zug nach Napoli
 Zwei kleine Italiener
 Stehn stumm hinterdrein
 Eine Reise in den Süden
 Ist für andre schick und fein
 Doch zwei kleine Italiener
 Möchten gern zuhause sein
 Oh Tina oh Marina
 Wenn wir uns einmal wiedersehn
 Oh Tina oh Marina
 Dann wird es wieder schön
", Eine Reise in den Süden
979,979,https://open.spotify.com/track/7DTgF5GKt4kIHoBOFFrKY8,Die Liebe ist ein seltsames Spiel,7DTgF5GKt4kIHoBOFFrKY8,1997-01-01,Connie Francis,"{""status""false,""reason""""Unexpected error occurred (no quota cost) Please try again later""}",
980,980,https://open.spotify.com/track/7g05FGyrDvcwazO65jtehk,"Es Geht Besser, Besser, Besser",7g05FGyrDvcwazO65jtehk,2012-02-03,Caterina Valente," Es geht besser, besser, besser,
 Immer besser, besser, besser,
 Denn wir haben viel geschafft in kurzer Zeit
 Es geht weiter, weiter, weiter,
 Immer weiter, weiter, weiter,
 Wenn's so weitergeht, dann geht es fast zu weit
 Wir schaffen wahre Wunder,
 Und die kann jeder seh'n
 Es geht besser, besser, besser,
 Immer besser, besser, besser,
 Und das Leben wird als Leben wieder schön
 Ra-ta-ta-tam
 Es geht schneller, schneller, schneller,
 Immer schneller, schneller, schneller,
 Doch noch schneller, als es geht, geht's leider nicht
 Es wird heller, heller, heller,
 Immer heller, heller, heller,
 Und wir stehen wieder mal im vollen Licht
 Die Welt soll uns bestaunen,
 Wir lieben den Applaus
 Es geht glatter, glatter, glatter,
 Immer glatter, glatter, glatter,
 Wenn's noch glatter geht, dann rutschen wir mal aus
 Ra-ta-ta-tam
 Es geht leichter, leichter, leichter,
 Immer leichter, leichter, leichter,
 Es geht leichter auf der Lebensleiter 'rauf
 Es geht höher, höher, höher,
 Immer höher, höher, höher,
 Und das Höhergehen, das hört gar nicht auf
 Doch kommt dann eines Tages
 Die grosse Inventur
 Dann geht's runter, runter, runter,
 Wieder runter, runter, runter,
 Denn das ist nun mal der Lauf der Konjunktur,
 Denn das ist nun mal der Lauf der Konjunktur,
 Ra-ta-ta-tam Ra-ta-ta-tam
 Ra-ta-ta-tam Ra-ta-ta-tam
"," Es geht besser, besser, besser,"
981,981,https://open.spotify.com/track/5Ts0S0juUCxNNBrefhvUQl,Capri-Fischer,5Ts0S0juUCxNNBrefhvUQl,2015-05-13,Rudi Schuricke," Wenn bei Capri die rote Sonne Im Meer versinkt
 Und vom Himmel die bleiche Sichel des Mondes blinkt
 Zieh'n die Fischer mit ihren Booten aufs Meer hinaus
 Und sie werfen Im weiten Bogen die Netze aus
 Nur die Sterne, sie zeigen ihnen am Firmament
 Ihren Weg mit den Bildern, die jeder Fischer kennt
 Und von Boot zu Boot das alte Lied erklingt
 Hör von fern, wie es singt
 Bella, bella, bella Marie (bella Marie)
 Bleib' mir treu, ich komm' zurück morgen früh
 Bella, bella, bella Marie (bella Marie)
 Vergiß mich nie
 Sieh den Lichterschein, draußen auf dem Meer
 Ruhelos und klein, was kann das sein, was irrt da spät nachts umher?
 Weißt du was da fährt, was die Flut durchquert?
 Ungezählte Fischer, deren Lied von fern man hört
 Wenn bei Capri die rote Sonne Im Meer versinkt
 Und vom Himmel die bleiche Sichel des Mondes blinkt
 Zieh'n die Fischer mit ihren Booten aufs Meer hinaus
 Und sie werfen Im weiten Bogen die Netze aus
 Bella, bella, bella Marie (bella Marie)
 Bleib' mir treu, ich komm' zurück morgen früh
 Bella, bella, bella Marie (bella Marie)
 Vergiß mich nie
 Bella Marie
 Vergiß mich nie
", Wenn bei Capri die rote Sonne Im Meer versinkt
982,982,https://open.spotify.com/track/3PxLntRFJLVzEf9hTXoQTA,Bella Bella Donna,3PxLntRFJLVzEf9hTXoQTA,2018-12-28,Vico Torriani,,
983,983,https://open.spotify.com/track/4XAhV8ycOX1vr533htkQsF,Tanze mit mir in den Morgen (Mitternachtstango),4XAhV8ycOX1vr533htkQsF,2007-01-01,Gerhard Wendland," Tanze mit mir in den morgen
 Tanze mit mir in das Glück
 In deinen Armen zu träumen
 Ist so schön bei verliebter Musik
 ""Darf ich bitten zum Tango um Mitternacht?""
 Fragte ich Suzanne, sie sah mich nur an
 Und ich wußte, daß sie mich so glücklich macht
 Wie's nur eine im Leben kann
 Tanze mit mir in den morgen
 Tanze mit mir in das Glück
 In deinen Armen zu träumen
 Ist so schön bei verliebter Musik
 Darf ich bitten zum Tango um Mitternacht?
 Sprach ein Kavalier tags darauf zu ihr
 Er war schneller und hat sie nach Haus gebracht
 Doch ich träumte nur noch vor ihr
 Darf ich bitten zum Tango um Mitternacht?
 Ruf ich bei Suzanne schon am Morgen an
 Hat sie mich auch deswegen oft ausgelacht
 Wenn es zwölf ist, lacht sie mich an
 Tanze mit mir in den morgen
 Tanze mit mir in das Glück
 In deinen Armen zu träumen
 Ist so schön bei verliebter Musik
", Tanze mit mir in den morgen
984,984,https://open.spotify.com/track/6Icjiqe7jzRtcE8DJXJnXx,Siebenmal in der Woche,6Icjiqe7jzRtcE8DJXJnXx,2020-09-22,Vico Torriani," Siebenmal in der Woche möcht' ich ausgeh'n
 Siebenmal möcht' ich glücklich sein mit Dir
 Siebenmal siebenmal das ist meine Lieblingszahl
 Siebenmal klopfe ich an Deine Tür
 Siebenmal frag' ich Gehst Du mit mir tanzen?
 Siebenmal sagst Du Ja denn Du bist süß
 Siebenmal siebenmal das ist meine Lieblingszahl
 Siebenmal sind wir dann im Paradies
 Siebenmal in der Woche möcht' ich ausgeh'n
 Siebenmal möcht' ich glücklich sein mit Dir
 Siebenmal siebenmal das ist meine Lieblingszahl
 Siebenmal klopfe ich an Deine Tür
 Jeder Wochentag kann ein Feiertag sein
 Du machst Dich schön nur für mich allein
 Ich trag' den Schlips den du gerne hast
 Weil er so gut zu Deinen Augen passt
 Dann sag' ich wieder zu Dir
 Siebenmal in der Woche möcht' ich ausgeh'n
 Siebenmal möcht' ich glücklich sein mit Dir
 Siebenmal siebenmal das ist meine Lieblingszahl
 Siebenmal klopfe ich an Deine Tür
 Siebenmal frag' ich Gehst Du mit mir tanzen?
 Siebenmal sagst Du Ja denn Du bist süß
 Siebenmal siebenmal das ist meine Lieblingszahl
 Siebenmal siebenmal siebenmal siebenmal Siebenmal sind wir dann im Paradies
", Siebenmal in der Woche möcht' ich ausgeh'n
985,985,https://open.spotify.com/track/1v207ZF2NQmkp1bp6ehphg,Ich kauf' mir lieber einen Tirolerhut,1v207ZF2NQmkp1bp6ehphg,2016-08-07,Billy Mo," Aus Las Vegas kam ein Mann,
 Bot mir  Dollar an
 Er sagt Du wirst großer Star,
 Doch als ich nach drüben kam,
 War alles gar nicht wahr
 Ich kauf' mir lieber einen Tirolerhut,
 Der steht mir so gut,
 Der steht mir so gut
 Dann mach' ich sonntagabend Blasmusik,
 Immer nur dasselbe Stück
 In San Remo reiche Frau,
 Machte mit mir große Schau,
 Sagte zu mir Lieber Bill,
 Ich nehm' dich zum Mann,
 Doch du mußt machen was ich will
 Ich kauf' mir lieber einen Tirolerhut,
 Der steht mir so gut,
 Der steht mir so gut
 Dann mach' ich sonntagabend Blasmusik,
 Immer nur dasselbe Stück
 Dann kam ich zum Militär,
 Kinder war das Leben schwer,
 Sagte zu mir Corporal,
 Wenn du erst Gefreiter bist,
 Wirst du auch General
 Ich kauf' mir lieber einen Tirolerhut,
 Der steht mir so gut,
 Der steht mir so gut
 Dann mach' ich sonntagabend Blasmusik,
 Immer nur dasselbe Stück
"," Aus Las Vegas kam ein Mann,"
986,986,https://open.spotify.com/track/5Ltzqoi2f9mtBXzZPIUBiM,Zucker im Kaffee - Remastered 2004,5Ltzqoi2f9mtBXzZPIUBiM,2010-01-01,Erik Silvester," Zucker im Kaffee
 Und Zitrone oder Sahne in den Tee
 Und im Herzen alle Tage lang amore
 Das ist wunderbar Señor
 Pfeffer im Salat
 Und Musik im roten Vino, den man hat
 Und im Herzen immer noch einmal amore
 Das ist wunderbar Señor
 Ich hab' einmal einen Mann gekannt
 Der ist als Held um die Welt gerannt
 Mitten im Ozean, da kam ein Haifisch an
 Den fing er mit einer Hand
 Er schoß den Löwen in Afrika
 Er ging zu Fuß um die Sahara
 Ich fragte ihn hinterher
 Was wohl das Schönste wär'
 Ja und da meinte er
 Zucker im Kaffee
 Und Zitrone oder Sahne in den Tee
 Und im Herzen alle Tage lang amore
 Das ist wunderbar Señor
 Pfeffer im Salat
 Und Musik im roten Vino, den man hat
 Und im Herzen immer noch einmal amore
 Das ist wunderbar Señor
 Zucker im Kaffee
 Und Zitrone oder Sahne in den Tee
 Und im Herzen alle Tage lang amore
 Das ist wunderbar Señor
", Zucker im Kaffee Und Zitrone oder Sahne in den Tee Und im Herzen alle Tage lang amore
987,987,https://open.spotify.com/track/0F1uwpAhOfcK0AHkQODdhM,Ein Student Aus Uppsala,0F1uwpAhOfcK0AHkQODdhM,1995,Kirsti Sparboe," Ein Student aus Uppsala-la-la-la, la-la-la-la-la, la-la-la-la-la
 Ein Student aus Uppsala-la-la-la, la-la-la-la-la, la
 Meine Freundin rief an
 Ob ich mitkommen kann
 Auf die Hütte im Schnee
 Und ich sagte okay
 In der Sonne im März
 Da verlor ich mein Herz
 Als ich ihn damals sah
 Er war Sudent aus Uppsala
 Ein Student aus Uppsala-la-la-la, la-la-la-la-la, la-la-la-la-la
 Ein Student aus Uppsala-la-la-la, la-la-la-la-la, la
 Und am Abend beim Tee
 Auf der Hütte im Schnee
 Sprach er leise zu mir
 ""Ich bleib' immer bei dir""
 Und wir hatten kein Geld
 Aber schön war die Welt
 Denn der Himmel war nah
 Und mein Student aus Uppsala
 Ein Student aus Uppsala-la-la-la, la-la-la-la-la, la-la-la-la-la
 Ein Student aus Uppsala-la-la-la, la-la-la-la-la, la
 Ich kam später im Mai
 An der Hütte vorbei
 Und ich fand keinen Schnee
 Denn da blühte der Klee
 Doch die Sonne, sie schien
 Und ich dachte an ihn
 Den ich nie wieder sah
 Er war Student aus Uppsala
 Ein Student aus Uppsala-la-la-la, la-la-la-la-la, la-la-la-la-la
 Ein Student aus Uppsala-la-la-la, la-la-la-la-la, la
"," Ein Student aus Uppsala-la-la-la, la-la-la-la-la, la-la-la-la-la"
988,988,https://open.spotify.com/track/4gSr05TcqdpnuWrLaHDTnL,"Bon Soir, Bon Soir",4gSr05TcqdpnuWrLaHDTnL,2016-04-12,Vico Torriani,,
989,989,https://open.spotify.com/track/1LEJb95LGrEvgEWYw2ytA5,Mama,1LEJb95LGrEvgEWYw2ytA5,2015-10-02,Heintje," Mama je bent de lieftse van de hele wereld
 Mama, de allerliefste van de hele wereld
 Later, wanneer ik ga trouwen
 Zal ik een huisje gaan bouwen
 Als je dan soms alleen zult zijn
 Kom dan bij mij in mijn huis
 Mama, de liefste van de hele wereld ben jij
 Oh, lieve mama, je bent en blijft altijd een voorbeeld voor mij
 Mama, je leerde me lopen
 Op eigen benen te staan
 Straks gaat de deur voor mij open
 Om door het leven te gaan
 Maak je geen zorgen voor morgen
 Mama, toe droog toch die traan
 Mama, je bent de liefste van de hele wereld
 Mama, de allerliefste van de hele wereld
 Later, wanneer ik ga trouwen
 Zal ik een huisje gaan bouwen
 Als je dan soms alleen zult zijn
 Kom dan bij mij in mijn huis
 Mama, de liefste van de hele wereld ben jij
 Oh, lieve mama, je bent en blijft altijd een voorbeeld voor mij
 Mama, mama
", Mama je bent de lieftse van de hele wereld
990,990,https://open.spotify.com/track/0p0wus0D6XzfYyKCZpYCkN,Komm und bedien dich,0p0wus0D6XzfYyKCZpYCkN,2011-02-25,Peter Alexander," Na?
 Die Liebe ist ein Festmenü
 Es ist serviert, ich wart auf sie
 Und wenn sie kommt, dann sag ich ""please""
 Nimm dir das, nimm dir dies
 Heut soll ein Festtag sein
 Von all der Liebe, die ich hab
 Geb ich mit Freuden dir was ab
 Und was bis heut ein Wunschtraum war
 Ist nun klipp, ist nun klar
 Und es ist wunderbar
 Komm und bedien dich bei mir
 Denn mein Herz, und was dazugehört, ist dein
 Komm und bedien dich bei mir
 Denn ich weiß, ich werd mit dir im Himmel sein
 Es ist noch grün, unser Glück
 Doch ich spür, ich bleibe dir für immer treu
 Komm und bedien dich bei mir
 Du wirst seh'n, die Welt ist schöner für uns zwei
 Ich lad dich ein und du sagst ""yes""
 Und zum Dessert gibt's Happiness
 Dann kommt der Clou, es finden sich
 Du und ich, ich und du, die Musik spielt dazu
 Komm und bedien dich bei mir
 Denn mein Herz, und was dazugehört, ist dein
 Komm und bedien dich bei mir
 Denn ich weiß, ich werd mit dir im Himmel sein
 Es ist noch grün, unser Glück
 Doch ich spür, ich bleibe dir für immer treu
 Komm und bedien dich bei mir
 Du wirst seh'n, die Welt ist schöner für uns zwei
"," Na? Die Liebe ist ein Festmenü Es ist serviert, ich wart auf sie Und wenn sie kommt, dann sag ich ""please"""
991,991,https://open.spotify.com/track/1jofzLZXUb0D0TBuNltNI9,Im Prater blüh'n wieder die Bäume,1jofzLZXUb0D0TBuNltNI9,2011-02-25,Peter Alexander," Im Prater blüh'n wieder die Bäume
 In Sievering grünt schon der Wein
 Da kommen die seligen Träume
 Es muss wieder Frühlingszeit sein
 Im Prater blühn wieder die Bäume
 Es leuchtet ihr duftendes Grün
 Drum küss, nur küss nicht säume
 Denn Frühling ist wieder in Wien
 Kinder schaut zum Fenster raus
 Mutter da guck hin
 Lacht die Sonn' uns alle aus
 Ist denn das mein Wien
 Mal schien in dein weißes Kleid
 Mit dem blauen Band
 Kinder es ist höchste Zeit
 Fahr'n wir heut aufs Land
 Heut greif ich ins Portemonnaie
 Dass mein Wien ich wiederseh'
 Im Prater blüh'n wieder die Bäume
 In Sievering grünt schon der Wein
 Im Prater blühn wieder die Bäume
 Es leuchtet ihr duftendes Grün
 Drum küss, nur küss nicht säume
 Denn Frühling ist wieder in Wien
", Im Prater blüh'n wieder die Bäume
992,992,https://open.spotify.com/track/0DjjEKf8YHRSLUWl5vWOcX,Wooden Heart (Muss I denn zum Städtele hinaus),0DjjEKf8YHRSLUWl5vWOcX,2007-01-01,Gus Backus," Muss i denn, muss i denn
 Zum Städtele hinaus, Städtele hinaus
 Und du mein Schatz bleibst hier!
 Wenn i komm, wenn i komm
 Wenn i wiederum komm, wiederum komm
 Kehr ich ein mei Schatz bei dir!
 Kann i auch nich allweil bei dir sein
 Hab i doch mei Freud an dir
 Wenn i komm, wenn i komm
 Wenn i wiederum komm, wiederum komm
 Kehr i ein mei Schatz bei dir!
 Wie du weißt, wie du weißt
 Dass ich wandern muss, wandern muss
 Wie wenn d'Liab jetzt wär vorbei
 Sind auch drauß, sind auch drauß
 Der Mädele viel, Mädele viel
 Lieber Schatz, i bleib dir treu!
 Denk du nett wenn i ne andre seh
 No sei mei Liab vorbei
 Sind auch drauß, sind auch drauß
 Der Mädele viel, Mädele viel
 Lieber Schatz, i bleib dir treu!
 Übers Jahr, übers Jahr
 Wenn ihr Träubele schneidt, Träubele schneidt
 Stell i hier mi wiedrum ein
 Bin i dann, bin i dann
 Dein Schätzele noch, Schätzele noch
 So soll die Hochzeit sein!
 Übers Jahr da ist mei Zeit vorbei
 Da gehör i mein und dein
 Bin i dann, bin i dann
 Dein Schätzele noch, Schätzele noch
 So soll die Hochzeit sein!
"," Muss i denn, muss i denn"
993,993,https://open.spotify.com/track/2JJfUavtKJU66Mvm3hTFzQ,Das machen nur die Beine von Dolores,2JJfUavtKJU66Mvm3hTFzQ,2007-01-01,Gerhard Wendland," Hör wie zärtlich die Gitarre singt,
 Wer weiß, wem sie ihr süßes Ständchen bringt
 Schau, wohin die Caballeros gehn,
 Bei wem sie heute Nacht um Liebe flehn
 Was erfüllt sie so mit Leidenschaft,
 Ja, wer hat die geheime Zauberkraft?
 Was zieht die Männer
 So mächtig an wie ein Magnet?
 Das machen nur die Beine von Dolores,
 Daß die Senores nicht schlafen gehn
 Denn die Toreros und die Matadores,
 Die wolln Dolores noch tanzen sehn
 Und jeder wünscht sich nur das Eine,
 Sie möcht alleine für ihn sich drehn
 Das machen nur die Beine von Dolores,
 Daß die Senores nicht schlafen gehn
 Und jeder wünscht sich nur das Eine,
 Sie möcht alleine für ihn sich drehn
 Das machen nur die Beine von Dolores,
 Daß die Senores nicht schlafen gehn
"," Hör wie zärtlich die Gitarre singt,"
994,994,https://open.spotify.com/track/5RX1E2J3qyF5MDSxPAxNtK,Heimweh (Dort wo die Blumen blüh'n),5RX1E2J3qyF5MDSxPAxNtK,1987-01-01,Freddy Quinn," So schön, schön war die Zeit
 So schön, schön war die Zeit
 Brennend heißer Wüstensand
 Fern so fern dem Heimatland
 Kein Gruß, kein Herz
 Kein Kuss, kein Scherz
 Alles liegt so weit, so weit
 Dort, wo die Blumen blüh'n
 Dort, wo die Täler grün
 Dort war ich einmal zu Hause
 Wo ich die Liebste fand
 Da liegt mein Heimatland
 Wie lang bin ich noch allein?
 (So schön, schön war die Zeit)
 (So schön, schön war die Zeit)
 Viele Jahre schwere Fron
 Harte Arbeit, karger Lohn
 Tagaus, tagein
 Kein Glück, kein Heim
 Alles liegt so weit so weit
 Dort, wo die Blumen blüh'n
 Dort, wo die Täler grün
 Dort war ich einmal zu Hause
 Hört mich an, ihr gold'nen Sterne
 Grüßt die Lieben in der Ferne
 Mit Freud und Leid
 Verrinnt die Zeit
 Alles liegt so weit, so weit
 Dort, wo die Blumen blüh'n
 Dort, wo die Täler grün
 Dort war ich einmal zu Hause
 Wo ich die Liebste fand
 Da liegt mein Heimatland
 Wie lang bin ich noch allein?
"," So schön, schön war die Zeit"
995,995,https://open.spotify.com/track/17V9Hldsed4MOv9uhPu2lz,Mit 17 hat man noch Träume,17V9Hldsed4MOv9uhPu2lz,2019-07-12,Peggy March," Mit  hat man noch Träume
 Da wachsen noch alle Bäume
 In den Himmel der Liebe
 Mit  kann man noch hoffen
 Da sind die Wege noch offen
 In den Himmel der Liebe
 Doch mit den Jahren wird man erfahren
 Dass mancher der Träume zerrannen
 Doch wenn man jung ist, so herrlich jung ist
 Wer denkt, ja, wer denkt schon daran?
 Mit  hat man noch Träume
 Da wachsen noch alle Bäume
 In den Himmel der Liebe
 Junge Leute fragen nicht, was man darf und kann
 Junge Leute sehen die Welt mit eigenen Augen an
 Und ist diese Welt auch oft fern der Wirklichkeit
 Wo ist der, der ihnen nicht lächelnd das verzeiht?
 Mit  hat man noch Träume
 Da wachsen noch alle Bäume
 In den Himmel der Liebe
 Mit  hat man noch Träume
 Da wachsen noch alle Bäume
 In den Himmel der Liebe
 All meine Träume
 Träume der Liebe
", Mit  hat man noch Träume
996,996,https://open.spotify.com/track/3sp6vWQYBa8bBoHjtgxzto,Heute so - morgen so,3sp6vWQYBa8bBoHjtgxzto,2005-02-14,Roberto Blanco," Wein' Dir lieber nicht die schönen Augen aus
 Und sitz' traurig Tag für Tag allein zu Haus
 Nimm' das Leben doch nicht schwerer als es ist
 Auch wenn Dich der Mann den Du geliebt vergisst
 Heute so, morgen so, einmal traurig, einmal froh
 Ja die Liebe kommt und geht so schnell vorbei
 Heute so, morgen so, einmal wirst Du wieder froh
 Und mit etwas Glück verliebst Du Dich auf's neu
 Schau die Welt um Dich herum ist bunt und schön
 Warum willst Du denn daran vorüber gehn
 Auch der allergröte Kummer und das Leid
 Sind doch übermorgen schon Vergangenheit
 Heute so, morgen so, einmal traurig, einmal froh
 Ja die Liebe kommt und geht so schnell vorbei
 Heute so, morgen so, einmal wirst Du wieder froh
 Und mit etwas Glück verliebst Du Dich auf's neu
 Heute so, morgen so, einmal traurig, einmal froh
 Ja die Liebe kommt und geht so schnell vorbei
 Heute so, morgen so, einmal wirst Du wieder froh
 Und mit etwas Glück verliebst Du Dich auf's neu
", Wein' Dir lieber nicht die schönen Augen aus
