,Unnamed: 0,url,title,spotify_id,release_year,artist_name,lyrics,verse_1
124,124,https://open.spotify.com/track/7umDRYNtdKAB81dZdat3Z2,Ich will dancen,7umDRYNtdKAB81dZdat3Z2,2023-03-17,NOISETIME,,
125,125,https://open.spotify.com/track/7m1FaTeY9U1m905C8v1Mfa,Mein Leben ist ein Club,7m1FaTeY9U1m905C8v1Mfa,2023-01-27,Isi Glück," Mein Leben ist ein Club
 Döp-Döp, Döp-Döp
 Mein Leben ist ein Club
 Döp-Döp, Döp-Döp
 Wir sind seit drei Tagen wach
 Denn wir haben keine Zeit zu verlieren (Oh-oh)
 Wird einer schwach heute Nacht
 Gibt's ein Schnaps und ein Bier (Schnaps und ein Bier)
 Endophin-Geballer
 Alles Laser, hyper hyper
 Schweiß tropft von der Decke
 Mucke knaller, weiter weiter
 Seit drei Tagen wach
 Weil wir haben keine Zeit zu verlieren
 Mein Leben ist ein Club
 Döp-Döp, Döp-Döp
 Mein Leben ist ein Club
 Döp-Döp, Döp-Döp
 Mein Leben ist ein Club
 Döp-Döp, Döp-Döp
 Mein Leben ist ein Club
 Döp-Döp, mein Leben ist ein Club
 Baby du siehst gut aus
 Komm mal, komm mal, komm mal zu mir (Oh-oh, oh-oh)
 Alles was ich will ist die ganze Nacht feiern mit dir (feiern mit dir)
 Endophin-Geballer
 Alles Laser, hyper hyper
 Schweiß tropft von der Decke
 Mucke knaller, weiter weiter
 Seit drei Tagen wach
 Weil wir haben keine Zeit zu verlieren
 Mein Leben ist ein Club
 Döp-Döp, Döp-Döp
 Mein Leben ist ein Club
 Döp-Döp, Döp-Döp
 Mein Leben ist ein Club
 Döp-Döp, Döp-Döp
 Mein Leben ist ein Club
 Döp-Döp, mein Leben ist ein Club
 Die Tanze vibriert
 Ja dann tanz ich mit dir
 Komm wir holen uns ein Bier
 Du und ich, wir eskalieren
 Mein Leben ist ein Club
 Mein Leben ist ein Club
 Döp-Döp, Döp-Döp
 Mein Leben ist ein Club
 Döp-Döp, Döp-Döp
 Mein Leben ist ein Club
 Döp-Döp, Döp-Döp
 Mein Leben ist ein Club
 Döp-Döp, mein Leben ist ein Club
 Mein Leben ist ein Club
", Mein Leben ist ein Club
126,126,https://open.spotify.com/track/4QMpINECLV13UKHYYdXWuu,Maria (I Like It Loud),4QMpINECLV13UKHYYdXWuu,2008-01-01,Dick Rules," Yo Marc, turn up the bass, boy!
 I like it, I like it
 I like it, I like it
 I like it, I like it
 I like it, I like it
 I like it, I like it
 I like it, I like it
 I like it, I like it
 I like it
 Loud!
 Alright everybody!
 Tie your shoes!
 Yeah!
 From the H to the P
 On da mic you will see
 The people's champ, that's me
 Yeah!
 Skibadee, skibadanger
 I am the rearranger
 Hit them with a raw, for sure
 Now burn your draw, yeah!
 I was born hardcore
 Tough and proud
 DJs play the record
 Play the record out loud!
 Ah
 Skibadee, skibadanger
 I am the rearranger
 Hit them with the raw, for sure
 Now burn your draw
 Never, never endavour
 The good weather
 Or whether we'll be there
 Only for your pleasure, yeah!
 Dub, dub dub, da da dub, dub dub!
 Da dub, dub dub, da da dub, dub dub!
 Dub, dub dub, da da dub, dub dub!
 Da dub, dub dub, da da dub, dub dub!
 Come on!
 Dub, dub dub, da da dub, dub dub!
 Da dub, dub dub, da da dub, dub dub!
 Maria, believe me, I like it loud
 Maria, believe me, I like it loud
 Maria, believe me, I like it loud
 Maria, believe me, I like it
 Loud!
 Yeah!
 We're the special guest mixologists!
 Argh
 A Ritz beats for da hits with da lyrics
 With a robotic narcotic in the pocket
 The fire rocket, blood socket
 I crack whip, yeah!
 Elastic to plastic my platinum hit
 You git gudda gudda get up with it
 Me on the mic!
 Be sophisticated
 DJs articulated
 Me on the mic, yeah!
 Here we go!
 Dub, dub dub, da da dub, dub, dub!
 Da dub, dub dub, da da dub, dub, dub!
 Are you having a good time tonight?
 Dub, dub dub, da da dub, dub, dub!
 Da dub, dub dub, da da dub, dub, dub!
 Maria, believe me, I like it loud
 Maria, believe me, I like it loud
 Maria, believe me, I like it loud
 Maria, believe me, I like it
 Loud!
 Dub, dub dub, da da dub, dub dub!
 Da dub, dub dub, da da dub, dub dub!
 Dub, dub dub, da da dub, dub dub!
 Da dub, dub dub, da da dub, dub dub!
 Dub, dub dub, da da dub, dub dub!
 Da dub, dub dub, da da dub, dub dub!
 Ha ha ha ha ha ha ha ha
 Thank you!
"," Yo Marc, turn up the bass, boy!"
127,127,https://open.spotify.com/track/4KKP3aVwH0ciNmvnOtKYKF,Immer wenn du gehst,4KKP3aVwH0ciNmvnOtKYKF,2023-03-17,Mirco Kima," Denn immer wenn du gehst
 Dann bleibt die Zeit stehen
 Kann's selber nicht verstehen
 Was machst du mit mir?
 Immer wieder auf Entzug
 Deine Fehler gesucht
 Doch bist perfekt von Kopf bis Fuß
 Ja immer wenn du gehst
 Dann bleibt die Zeit stehen
 Kann's selber nicht verstehen
 Was machst du mit mir?
 Immer wieder auf Entzug
 Deine Fehler gesucht
 Doch bist perfekt von Kopf bis Fuß
 Denn immer wenn du gehst
 Dann bleibt die Zeit stehen
 Kann's selber nicht verstehen
 Was machst du mit mir?
 Immer wieder auf Entzug
 Deine Fehler gesucht
 Doch bist perfekt von Kopf bis Fuß
 Deine Aura füllt den Raum
 Fühlt sich an wie in nem Traum
 Hoff' ich wach nie mehr auf
 Deine Blicke sind wie Kunst
 Rauben mir meine Vernunft
 Ey was ist das mit uns?
 Es geht immer viel zu schnell vorbei
 Will nur, dass du noch etwas bleibst
 Denn immer wenn du gehst
 Dann bleibt die Zeit stehen
 Kann's selber nicht verstehen
 Was machst du mit mir?
 Immer wieder auf Entzug
 Deine Fehler gesucht
 Doch bist perfekt von Kopf bis Fuß
 Denn immer wenn du gehst
 Dann bleibt die Zeit stehen
 Kann's selber nicht verstehen
 Was machst du mit mir?
 Immer wieder auf Entzug
 Deine Fehler gesucht
 Doch bist perfekt von Kopf bis Fuß
 Ja immer wenn du gehst
 Dann bleibt die Zeit stehen
 Kann's selber nicht verstehen
 Was machst du mit mir?
 Immer wieder auf Entzug
 Deine Fehler gesucht
 Doch bist perfekt von Kopf bis Fuß
 Ja immer wenn du gehst
", Denn immer wenn du gehst
128,128,https://open.spotify.com/track/1f7gRtJrvEUtTaTtqUSax4,Schlechte Manieren,1f7gRtJrvEUtTaTtqUSax4,2023-01-05,Pazoo," Meine Schwiegereltern mein' ich hab schlechte Manieren
 Es ist fünf Uhr morgens und ich kriech auf allen Vieren
 Wenn ich schrei, dann klingt es wie Tyrannosaurus Rex
 Stampf zum Beat, wie ein Freak und denk andauernd an
 Meine Schwiegereltern mein' ich hab schlechte Manieren
 Es ist fünf Uhr morgens und ich kriech auf allen Vieren
 Wenn ich schrei, dann klingt es wie Tyrannosaurus Rex
 Stampf zum Beat, wie ein Freak und denk andauernd an Sex
 Stampf zum Beat, wie ein Freak und denk andauernd an
 Meine Schwiegereltern mein' ich hab schlechte Manieren
 Es ist fünf Uhr morgens und ich kriech auf allen Vieren
 Wenn ich schrei, dann klingt es wie Tyrannosaurus Rex
 Stampf zum Beat, wie ein Freak und denk andauernd an Sex
 Spieglein, spieglein an der Wand
 Alles geil, ich zieh durchs Land
 Kack auf eure Sorgen Mann
 Ich lauf davon wie Forrest Gump
 Sonntags rennt ihr in die Kirche
 Ich guck mir 'n Porno an
 Bei euch ans Kreuz genagelt ist
 Bei mir gesundes nageln dran
 Lästert ruhig, seit empört
 Nennt mich Freak, nennt mich Nerd
 Ihr wollt doch nur so sein wie ich
 So frei und geil im nassen Shirt
 Was ich mir von meinem Leben will,  Dezibel
 Ja morgen hab ich Schädelweh, weil ich jetzt einen heben geh
 Stampf zum Beat, wie ein Freak und denk andauernd an
 Meine Schwiegereltern mein' ich hab schlechte Manieren
 Es ist fünf Uhr morgens und ich kriech auf allen Vieren
 Wenn ich schrei, dann klingt es wie Tyrannosaurus Rex
 Stampf zum Beat, wie ein Freak und denk andauernd an Sex
 Sex, Sex, Sex, Sex
 Gib mir 'n Schlüssel zu deim Haus und ich feier's weg
 Stampf zum Beat, wie ein Freak und denk andauernd an
 Meine Schwiegereltern mein' ich hab schlechte Manieren
 Es ist fünf Uhr morgens und ich kriech auf allen Vieren
 Wenn ich schrei, dann klingt es wie Tyrannosaurus Rex
 Stampf zum Beat, wie ein Freak und denk andauernd an
", Meine Schwiegereltern mein' ich hab schlechte Manieren
129,129,https://open.spotify.com/track/7t3TLewoYrbhYF8SeT7hsN,Von Hinten,7t3TLewoYrbhYF8SeT7hsN,2023-02-17,Andi Kiss,,
130,130,https://open.spotify.com/track/1d4ep7Of2MB3rmQqjkpAXI,"Laut, Lauter, Lauterbach",1d4ep7Of2MB3rmQqjkpAXI,2022-12-02,Andy Luxx,,
131,131,https://open.spotify.com/track/7bwgQRR6FjNU7b9c4YoEkf,Schwiegermutters Liebling,7bwgQRR6FjNU7b9c4YoEkf,2023-02-14,Schürze," Ich war Schwiegermutters Liebling bis zu dieser einen Nacht
 Weil sie mich erwischt hat mit der Reinigungsfachkraft
 Sie war für mich eine der schönsten Frauen dieser Welt
 Ich hab für sie zum Muttertag einen Neuwagen bestellt
 Ich würde immer, immer wieder mit ihr gerne wandern geh'n
 Und dafür lass ich zur Not auch meine Homies steh'n
 Ich war Schwiegermutters Liebling bis zu dieser einen Nacht
 Weil sie mich erwischt hat mit der Reinigungsfachkraft
 Ich war Schwiegermutters Liebling bis zu dieser einen Nacht
 Weil sie mich erwischt hat mit der Reinigungsfachkraft
 Ich war immer für sie da
 Es war schon spät, ich konnt noch lange nicht nach Haus
 Musste Überstunden schieben und dann ging die Türe auf
 Ich war Schwiegermutters Liebling bis zu dieser einen Nacht
 Weil sie mich erwischt hat mit der Reinigungsfachkraft
 Ich war Schwiegermutters Liebling bis zu dieser einen Nacht
 Weil sie mich erwischt hat mit der Reinigungsfachkraft
 Ich war immer für sie da
 Ich weiß, sie war enttäuscht von mir, es tat mir wirklich leid
 Ich hab noch wen dazugeholt und jetzt sind wir zu zweit
 Drei, vier, fünf, sechs, sieben, acht, neun, zehn
 Wir sind Schwiegermutters Liebling, seit dieser einen Nacht
 Weil sie es gecheckt hat, dass es keiner besser macht
 Weil es keiner besser macht
", Ich war Schwiegermutters Liebling bis zu dieser einen Nacht
132,132,https://open.spotify.com/track/0pCgiDXakABvpav5gAwwBU,Dooh Dooh (Stereo Sound),0pCgiDXakABvpav5gAwwBU,2023-03-10,Barcode Brothers," Dooh dooh Dooh dooh Dooh dooh Dooh
 I ran around
 Like a lonely star
 Was falling down
 In the darkest universe
 A lonely sound
 Cause i was too far
 I couldn't find
 Any button to reverse
 And then
 I met
 That someone like me
 I did
 Forget
 About all these years
 I hit
 The Ground
 And now i live my life
 With a stereo sound
 Dooh dooh Dooh dooh Dooh dooh Dooh
 Dooh dooh Dooh dooh Dooh dooh Dooh
 Gotta live our life
 With a stereo sound
 La, la, la, la, la, la, la
 Gotta live our life
 With a stereo sound
 La, la, la, la, la, la, la
 Gotta live our life
 With a stereo sound
 I was alone
 In the black blue sky
 I didn't know
 You'd become my remedy
 Flyin upon
 I was so damn high
 My only thought
 Was about my tragedy
 And then
 I met
 That someone like me
 I did
 Forget
 About all these years
 I hit
 The Ground
 And now i live my life
 With a stereo sound
 Dooh dooh Dooh dooh Dooh dooh Dooh
 Dooh dooh Dooh dooh Dooh dooh Dooh
 Gotta live our life
 With a stereo sound
 La, la, la, la, la, la, la
 Gotta live our life
 With a stereo sound
 La, la, la, la, la, la, la
 Gotta live our life
 With a stereo sound
", Dooh dooh Dooh dooh Dooh dooh Dooh
133,133,https://open.spotify.com/track/0uZfc2X6GQW2BaI5us5B9R,Expresso & Tschianti - Pazoo Remix,0uZfc2X6GQW2BaI5us5B9R,2022-07-22,Pazoo," Ist doch egal, wie das heißt, du weißt schon, was ich mein
 Was ich mein damit
 Ist mir egal, wie das heißt, ich weiß schon, was ich mein
 Was ich mein damit
 Ich hab ein' Expresso für dich gmacht
 So, wie du ihn magst
 Und ich hab ein'n Tschianti eingekühlt
 Für die Stunden danach
 Ich hab für uns Bruschetta und Gnocchi, dazu noch ein Baguetta
 Ein Glaserl Limoncella, ein Teller Tagliatella
 Doch du machst nur die Augen zu
 Ist doch egal, wie das heißt, du weißt schon, was ich mein
 Was ich mein damit
 Ist mir egal, wie das heißt, ich weiß schon, was ich mein
 Was ich mein damit
 La vita è bello, oh-oh, oh-oh, oh-oh
 La vita è bello, oh-oh, oh-oh, oh-oh
 Ist doch egal
 Ist doch e-
 Oh-oh
 La Noche di Figaro war lang
 Aber ich weiß, dass du's magst
 Ich geh mit dir auch, wenn du das willst
 Auf eine Vernischas
 Und ich hab dir Dolcis gekauft, die mit Gelantine
 Aber du machst nur die Augen zu
 Ist doch egal, wie das heißt, du weißt schon, was ich mein
 Was ich mein damit
 Ist mir egal, wie das heißt, ich weiß schon, was ich mein
 Was ich mein damit
 Oh-oh, oh-oh, oh-oh
"," Ist doch egal, wie das heißt, du weißt schon, was ich mein"
134,134,https://open.spotify.com/track/3QHXROSpZ33BcoYd4RePpY,Ich wär so gern Pilot,3QHXROSpZ33BcoYd4RePpY,2023-01-27,Manni Manta,,
135,135,https://open.spotify.com/track/3ZVdduwK0Q29QGBPMyiKWz,Ich bleib hier,3ZVdduwK0Q29QGBPMyiKWz,2022-08-05,Mütze Katze," Ich bleib einfach hier heute Nacht
 Trink Bier heute Nacht
 Mit dir, wenn de Bock hast
 Bei allen anderen sind schon die Leuchten aus
 Doch nicht mal zehn Türsteher kriegen mich heut hier raus
 Mit jeder Stunde steigt hier mein Verbrauch
 Leg mich unter den Zapfhahn und trink weiter, ow
 Und wenn der Hahn nicht mehr läuft, dann nehm ich mir 'n Kasten
 Ich bin zwar schon über , doch noch lang nicht erwachsen
 Die ganze Kohle hau ich einfach raus
 Ich geh nirgendwo hin und schon gar nicht nach Haus
 Ich bleib einfach hier heute Nacht
 Trink Bier heute Nacht
 Mit dir, wenn de Bock hast
 Ich bleib einfach hier heute Nacht
 Rasier heute Nacht
 Mit dir, wenn de Bock hast
 Ich bleib einfach hier heute Nacht
 Trink Bier heute Nacht
 Mit dir, wenn de Bock hast
 Ich bleib einfach hier heute Nacht
 Rasier heute Nacht
 Mit dir, wenn de Bock hast
 War schon ewig nicht zu Haus, meine Pflanzen verdursten
 Die Nacht wird lang, also noch 'n paar Kurze
 Ich komm hier nie wieder weg, ich krieg nicht mehr die Kurve
 Wenn ich hier je wieder rauskomm dann in Sarg oder Urne
 Die letzte Bahn ist eh schon weg, was für'n Pech
 Ich sitz hier fest mit  Flaschen Sekt
 Ey, ich lass die Korken heute knallen
 Bis wir alle nur noch lallen, werden wir zusammen alt
 Ich bleib einfach hier heute Nacht
 Trink Bier heute Nacht
 Mit dir, wenn de Bock hast
 Ich bleib einfach hier heute Nacht
 Rasier heute Nacht
 Mit dir, wenn de Bock hast
 Ich bleib einfach hier heute Nacht
 Trink Bier heute Nacht
 Mit dir, wenn de Bock hast
 Ich bleib einfach hier heute Nacht
 Rasier heute Nacht
 Mit dir, wenn de Bock hast
", Ich bleib einfach hier heute Nacht
136,136,https://open.spotify.com/track/0NjLgGCwHAE0KhVTALxdCb,Die Nacht von Freitag auf Montag,0NjLgGCwHAE0KhVTALxdCb,2015-07-11,Peter Wackel,"{""status""false,""reason""""Unexpected error occurred (no quota cost) Please try again later""}",
137,137,https://open.spotify.com/track/0kfojaryK4CqTymwftCyXf,"Beate, die Harte",0kfojaryK4CqTymwftCyXf,2018-04-13,DJ Eisbär," Einmal nur, einmal nur
 Einmal nur Sex mit dir
 Einmal nur, einmal nur
 Einmal nur Sex mit dir
 Mich bringt grade diese Frage um
 Warum tanzt da diese Lady rum?
 Ich wär der Held von diesem Laden
 Ich brauche dringend ihren Namen
 Heißt du Christine? Nein
 Oder Sabine? Nein
 Vielleicht Tomate? Nein
 Ich sag Renate! Nein
 Scheiße, scheiße, was mach ich jetzt?
 Scheiße, scheiße, was mach ich jetzt?
 Ich setz alles auf eine Karte
 Bist du etwa Beate?
 Beate, die Harte
 Beate, Granate
 Beate, die Harte
 Beate, Granate
 Einmal nur, einmal nur
 Einmal nur Sex mit dir
 Einmal nur, einmal nur
 Einmal nur Sex mit dir
 Sie sagt, ich solle weiterraten
 Dann darf ich ran mit mei'm Spaten
 Höchstens fünf Versuche hab ich frei
 Und dann darf ich heute bei ihr bleib'n
 Heißt du Belinda? Nein
 Oder Mirinda? Nein
 Vielleicht Anita? Nein
 Ich sag Roswitha! Nein
 Scheiße, scheiße, was mach ich jetzt?
 Scheiße, scheiße, was mach ich jetzt?
 Ich setz alles auf eine Karte
 Bist du etwa Beate?
 Beate, die Harte
 Beate, Granate
 Beate, die Harte
 Beate, Granate
 Einmal nur, einmal nur
 Einmal nur Sex mit dir
 Einmal nur, einmal nur
 Einmal nur Sex mit dir
 Einmal nur, einmal nur
 Einmal nur Sex mit dir
 Einmal nur, einmal nur
 Einmal nur Sex mit dir
"," Einmal nur, einmal nur"
138,138,https://open.spotify.com/track/3YmiKv5z67ZV8tiW1eNHCM,1001 Arabian Nights,3YmiKv5z67ZV8tiW1eNHCM,2023-03-10,Chipz,"  nights, Arabian nights
 It's a journey of a lifetime
  nights, Arabian nights
 Get ready for a magic carpet-, 
 Come join this trip
 Have you ever seen a world like this?
 No shade, just sand
 Through the stormy desert, we will cross the land
 Pharaohs, Cairo, pyramids, Egypt
 Bombay, New Delhi, open sesame
  nights, Arabian nights
 It's a journey of a lifetime
  nights, Arabian nights
 Get ready for a magic carpet ride
  nights, Arabian nights
 It's a journey of a lifetime
  nights, Arabian nights
 Get ready for a magic carpet ride
 
 
 We fly through flames
 Hear the creatures calling out your name
 We have no fear
 Fight the demons, make them disappear
 Heroes, vagabonds, city of secrets
 Land of mystery, open sesame
  nights, Arabian nights
 It's a journey of a lifetime
  nights, Arabian nights
 Get ready for a magic carpet ride
  nights, Arabian nights
 It's a journey of a lifetime
  nights, Arabian nights
 Get ready for a magic carpet ride
  nights
 Get ready for a magic carpet
 
  nights, Arabian nights
 It's a journey of a lifetime
  nights, Arabian nights
 Get ready for a magic carpet ride
  nights, Arabian nights
 It's a journey of a lifetime
  nights, Arabian nights
 Get ready for a magic carpet ride
 Get ready for a magic carpet ride
","  nights, Arabian nights"
139,139,https://open.spotify.com/track/4iVVDHBKH3HkmK1geypsFY,Lauch,4iVVDHBKH3HkmK1geypsFY,2022-12-16,DJ Robin," Ey, du Lauch, geh doch nach Haus
 Ich will nicht geh'n, ich bin viel zu drauf
 Ey, du Lauch, ich weiß genau
 Dein Problem ist, du bist nicht blau
 Stroboskop und Schweiß von oben
 Machen schöne Regenbogen
 Ey, du Lauch, geh doch nach Haus
 Ich will nicht geh'n, ich bin viel zu drauf
 (Geh nach Haus, geh nach Haus)
 (Geh nach Haus, geh nach Haus)
 (Geh nach Haus, geh nach Haus)
 (Geh nach Haus, geh nach Haus)
 Ey, du Lauch, geh doch nach Haus
 Ich will nicht geh'n, ich bin viel zu drauf
 Ey, du Lauch, ich weiß genau
 Dein Problem ist, du bist nicht blau
 Stroboskop und Schweiß von oben
 Machen schöne Regenbogen
 Ey, du Lauch, geh doch nach Haus
 Ich will nicht geh'n, ich bin viel zu drauf
 Ey, du Lauch, geh doch nach Haus
 Ich will nicht geh'n, ich bin viel zu drauf
 Ey, du Lauch, ich weiß genau
 Dein Problem ist, du bist nicht blau
 Stroboskop und Schweiß von oben
 Machen schöne Regenbogen
 Ey, du Lauch, geh doch nach Haus
 Ich will nicht geh'n, ich bin viel zu drauf
 (Geh nach Haus, geh nach Haus)
 (Geh nach Haus, geh nach Haus)
 (Geh nach Haus, geh nach Haus)
 (Geh nach Haus)
 Ey, du Lauch, geh doch nach Haus
 Ich will nicht geh'n, ich bin viel zu drauf
 Ey, du Lauch, ich weiß genau
 Dein Problem ist, du bist nicht blau
"," Ey, du Lauch, geh doch nach Haus"
140,140,https://open.spotify.com/track/5etNJIDM60NiNQki6Iqzmn,TATTOO,5etNJIDM60NiNQki6Iqzmn,2023-02-02,2 Engel & Charlie," Ich hab' ein Tattoo, das tut weh
 Weil dein Name dadrauf steht
 Hab' ein Tattoo, das muss weg
 Kein'n Plan, womit ich's überstech'
 Rote Rosen sicher nicht
 Die erinnern mich an dich
 Hab' ein Tattoo mit dei'm Nam'n
 Und wir kenn'n uns erst seit gestern Abend, Abend, Abend, Abend, Abend
 Dieses Kack-Tattoo mit deinem Namen, Namen, Namen, Namen, Namen
 Dieses Kack-Tattoo
 Ich hab' ein Tattoo, das tut weh
 Weil dein Name dadrauf steht
 Hab' ein Tattoo, das muss weg
 Kein'n Plan, womit ich's überstech'
 Rote Rosen sicher nicht
 Die erinnern mich an dich
 Hab' ein Tattoo mit dei'm Nam'n
 Und wir kenn'n uns erst seit gestern Abend, Abend, Abend, Abend, Abend
 Dieses Kack-Tattoo mit deinem Namen, Namen, Namen, Namen, Namen
 Dieses Kack-Tattoo mit deinem Namen
 Schlag' auf den Spiegel ein, ich werd' verrückt (Bam, bam, bam)
 Weil ich hoff', mir bring'n die Scherben Glück (Tze)
 Dacht, es wär Liebe auf den ersten Stich (Wie immer)
 Doch du hast nur mein Herz gefickt
 Unser Sex war perfekt, denke ständig daran
 Keine andre hätt ich jemals so auf Händen getragen
 Jetzt bist du weg, wann vergess' ich denn endlich, was war
 Krieg' dich vielleicht aus meinem Kopf, doch nicht das Tattoo vom Arm
 Ich hab' ein Tattoo, das tut weh
 Weil dein Name dadrauf steht
 Hab' ein Tattoo, das muss weg
 Kein'n Plan, womit ich's überstech'
 Rote Rosen sicher nicht
 Die erinnern mich an dich
 Hab' ein Tattoo mit dei'm Nam'n
 Und wir kenn'n uns erst seit gestern Abend
 Ich hab' ein Tattoo, das tut weh
 Weil dein Name dadrauf steht
 Hab' ein Tattoo, das muss weg
 Kein'n Plan, womit ich's überstech'
 Rote Rosen sicher nicht
 Die erinnern mich an dich
 Hab' ein Tattoo mit dei'm Nam'n
 Und wir kenn'n uns erst seit gestern Abend
 Dacht, es wär Liebe auf den ersten Stich
 Doch du hast nur mein Herz gefickt
 Dieses Kack-Tattoo mit deinem Namen
 Dacht, es wär Liebe auf den ersten Stich
 Doch du hast nur mein Herz gefickt
 Dieses Kack-Tattoo mit deinem Namen
"," Ich hab' ein Tattoo, das tut weh"
141,141,https://open.spotify.com/track/06CBzl2gdTlajfijFD1Wdv,Wer nicht sauft ist dumm,06CBzl2gdTlajfijFD1Wdv,2023-01-20,Lucky Lux,,
142,142,https://open.spotify.com/track/7t58RzETjLPRmOV0DjOsOe,Zum Greifen nah,7t58RzETjLPRmOV0DjOsOe,2022-10-21,Anstandslos & Durchgeknallt,"{""status""false,""reason""""Unexpected error occurred (no quota cost) Please try again later""}",
143,143,https://open.spotify.com/track/3gD88GyMS2EVa1bSX834LH,Jan Pillemann Otze - Goldversion 2022,3gD88GyMS2EVa1bSX834LH,2022-10-21,Mickie Krause," Dieses Lied habe ich von einem Freund von mir entwickeln lassen,
 Der einen sehr lustigen Namen hatte, aber darüber sehr traurig wahr
 UND DIESER NAME LAUTETE TE TE
 Refrain (x)
 Jan Pillemann otze,
 Pillemann otze Arsch
 Jan Pillemann otze,
 Otze Arsch
 Jan Pillemann otze,
 Pillemann otze Arsch
 Jan Pillemann otze,
 Otze Arsch,
 Er konnte feiern
 Ohne Schlaf
 Es gibt Menschen die heißen krause singen Lieder von zu hause
 Dann gibt es Menschen die heißen Meier
 Mindestens einer auf jeder Feier
 Und es gibt einen das ist interresant, Den hat man Jan Pillemann otze Arsch genannt
 Jan Pillemann
 Jan Pillemann otze Arsch
 Jan Pillemann otze,
 Pillemann otze Arsch,
 Jan Pillemann otze,
 Otze Arsch
 Jan Pillemann otze,
 Pillemann otze Arsch
 Jan Pillemann otze,
 Otze Arsch,
 Er konnte feiern
 Ohne Schlaf
 Jan Pillemann otze,
 Pillemann otze Arsch,
 Jan Pillemann otze,
 Otze Arsch
 Er konnte feiern
 Ohne Schlaf
 Jan Pillemann otze,
 Pillemann otze Arsch,
 Jan Pillemann otze,
 Otze Arsch
 Es gibt Menschen die heißen Becker oder Konstantin oder Wecker
 Wie die anderer einfach heißen einfach Oliver oder Geißen
 Es gibt einen das ist interresant
 Den hat man Jan Pillemann otze Arsch genannt
 Jan Pillemann
 Jan Pillemann otze Arsch
 Refrain (x)
 Jan Pillemann otze,
 Pillemann otze Arsch,
 Jan Pillemann otze,
 Otze Arsch
 Jan Pillemann otze,
 Pillemann otze Arsch
 Jan Pillemann otze,
 Otze Arsch,
 Er konnte feiern
 Ohne Schlaf
 Jan Pillemann otze,
 Pillemann otze Arsch,
 Jan Pillemann otze,
 Otze Arsch
 Er konnte feiern
 Ohne Schlaf
 Jan Pillemann otze,
 Pillemann otze Arsch,
 Jan Pillemann otze,
 Otze Arsch
"," Dieses Lied habe ich von einem Freund von mir entwickeln lassen,"
144,144,https://open.spotify.com/track/1xBqk0cath1OTSDJDHzzzA,Oh Baby - Originaltitel: Heaven Is a Place On Earth,1xBqk0cath1OTSDJDHzzzA,2013-05-10,Mia Julia," Oh Baby, komm doch her zu mir
 Es ist mir egal wenn du dein Herz verlierst
 Heute mach ich einen Mann aus dir
 Dann bekommst du was du willst von mir
 Dann bekommst du alles was du willst von mir
 Wie du vor mir stehst
 Eigentlich ganz süß, wie du überlegst
 Dir den Kopf zerbrichst
 Wie du mich heut Nacht noch in die Kiste kriegst
 Dann Baby, schaust du einfach in die Sterne
 Lässt aus dem Himmel eine Rose werden
 Du pflückst sie ab und schenkst sie mir
 Doch was ich wirklich will, das sag ich dir
 Oh Baby, komm doch her zu mir
 Es ist mir egal wenn du dein Herz verlierst
 Heute mach ich einen Mann aus Dir
 Dann bekommst du was du willst von mir
 Dann bekommst du alles was du willst von mir
 Und jetzt stehst du da
 Mit der Rose im Arm und zuviel Gel im Haar
 Nur verstehst du nicht
 Dass ich nicht so bin, wie deine andren warn
 Verdammt, ich stehe einfach nicht auf Luschen
 Auf Männer, die mit warmem Wasser duschen
 Verdammt ich suche doch nur einen Mann
 Der mit seiner Zunge auch Karate kann
 Oh Baby, komm doch her zu mir
 Es ist mir egal wenn du dein Herz verlierst
 Heute mach ich einen Mann aus dir
 Dann bekommst du was du willst von mir
 Dann bekommst du alles was du willst von mir
 Verdammt, ich stehe einfach nicht auf Luschen
 Auf Männer, die mit warmem Wasser duschen
 Verdammt ich suche doch nur einen Mann
 Der mit seiner Zunge auch Karate kann
 La la la la la la la la
 La la la la la la la la
 La la la la la la la la
 La la la la la la la
 Oh Baby komm doch her zu mir
 Es ist mir egal wenn du dein Herz verlierst
 Heute mach ich einen Mann aus dir
 Dann bekommst du was du willst von mir
 Dann bekommst du alles was du willst von mir
 Dann bekommst du was du willst von mir
 Dann bekommst du alles was du willst von mir
 Dann bekommst du was du willst von mir
 Dann bekommst du alles was du willst von mir
"," Oh Baby, komm doch her zu mir"
